TestSimpleOnly.pos.x [m],TestSimpleOnly.vel.x [m/s],TestSimpleOnly.accel.x [m/s^2],TestSimpleOnly.net_force.x [N],TestSimpleOnly.pos.y [m],TestSimpleOnly.vel.y [m/s],TestSimpleOnly.accel.y [m/s^2],TestSimpleOnly.net_force.y [N],TestSimpleOnly.mass [kg],TestSimpleOnly.theta [rad],TestSimpleOnly.theta_dot [rad/s],TestSimpleOnly.theta_ddot [rad/s^2],TestSimpleOnly.net_moment [N*m],TestSimpleOnly.inertia [kg*m^2],TestSimple.force.x [N],TestSimple.force.y [N],TestSimple.moment [N*m],TestBodySimpleOnly.pos.x [m],TestBodySimpleOnly.vel.x [m/s],TestBodySimpleOnly.accel.x [m/s^2],TestBodySimpleOnly.net_force.x [N],TestBodySimpleOnly.pos.y [m],TestBodySimpleOnly.vel.y [m/s],TestBodySimpleOnly.accel.y [m/s^2],TestBodySimpleOnly.net_force.y [N],TestBodySimpleOnly.mass [kg],TestBodySimpleOnly.theta [rad],TestBodySimpleOnly.theta_dot [rad/s],TestBodySimpleOnly.theta_ddot [rad/s^2],TestBodySimpleOnly.net_moment [N*m],TestBodySimpleOnly.inertia [kg*m^2],TestSimple2.force.x [N],TestSimple2.force.y [N],TestSimple2.moment [N*m],TestBodySimple.loc_cg.i [m],TestBodySimple.loc_cg.j [m],TestBodySimple.body_force.i [N],TestBodySimple.body_force.j [N],TestBodySimple.global_force.x [N],TestBodySimple.global_force.y [N],TestBodySimple.moment [N*m],sim.steps [-],sim.dt [s],sim.time [s]
0.13416200,0.51800000,1.00000000,1.00000000,0.13416200,0.51800000,1.00000000,1.00000000,1.00000000,0.13416200,0.51800000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.13416200,0.51800000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,517.00000000,0.00100000,0.51700000
0.13468050,0.51900000,1.00000000,1.00000000,0.13468050,0.51900000,1.00000000,1.00000000,1.00000000,0.13468050,0.51900000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.13468050,0.51900000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,518.00000000,0.00100000,0.51800000
0.13520000,0.52000000,1.00000000,1.00000000,0.13520000,0.52000000,1.00000000,1.00000000,1.00000000,0.13520000,0.52000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.13520000,0.52000000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,519.00000000,0.00100000,0.51900000
0.13572050,0.52100000,1.00000000,1.00000000,0.13572050,0.52100000,1.00000000,1.00000000,1.00000000,0.13572050,0.52100000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.13572050,0.52100000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,520.00000000,0.00100000,0.52000000
0.13624200,0.52200000,1.00000000,1.00000000,0.13624200,0.52200000,1.00000000,1.00000000,1.00000000,0.13624200,0.52200000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.13624200,0.52200000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,521.00000000,0.00100000,0.52100000
0.13676450,0.52300000,1.00000000,1.00000000,0.13676450,0.52300000,1.00000000,1.00000000,1.00000000,0.13676450,0.52300000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.13676450,0.52300000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,522.00000000,0.00100000,0.52200000
0.13728800,0.52400000,1.00000000,1.00000000,0.13728800,0.52400000,1.00000000,1.00000000,1.00000000,0.13728800,0.52400000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.13728800,0.52400000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,523.00000000,0.00100000,0.52300000
0.13781250,0.52500000,1.00000000,1.00000000,0.13781250,0.52500000,1.00000000,1.00000000,1.00000000,0.13781250,0.52500000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.13781250,0.52500000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,524.00000000,0.00100000,0.52400000
0.13833800,0.52600000,1.00000000,1.00000000,0.13833800,0.52600000,1.00000000,1.00000000,1.00000000,0.13833800,0.52600000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.13833800,0.52600000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,525.00000000,0.00100000,0.52500000
0.13886450,0.52700000,1.00000000,1.00000000,0.13886450,0.52700000,1.00000000,1.00000000,1.00000000,0.13886450,0.52700000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.13886450,0.52700000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,526.00000000,0.00100000,0.52600000
0.13939200,0.52800000,1.00000000,1.00000000,0.13939200,0.52800000,1.00000000,1.00000000,1.00000000,0.13939200,0.52800000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.13939200,0.52800000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,527.00000000,0.00100000,0.52700000
0.13992050,0.52900000,1.00000000,1.00000000,0.13992050,0.52900000,1.00000000,1.00000000,1.00000000,0.13992050,0.52900000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.13992050,0.52900000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,528.00000000,0.00100000,0.52800000
0.14045000,0.53000000,1.00000000,1.00000000,0.14045000,0.53000000,1.00000000,1.00000000,1.00000000,0.14045000,0.53000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.14045000,0.53000000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,529.00000000,0.00100000,0.52900000
0.14098050,0.53100000,1.00000000,1.00000000,0.14098050,0.53100000,1.00000000,1.00000000,1.00000000,0.14098050,0.53100000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.14098050,0.53100000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,530.00000000,0.00100000,0.53000000
0.14151200,0.53200000,1.00000000,1.00000000,0.14151200,0.53200000,1.00000000,1.00000000,1.00000000,0.14151200,0.53200000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.14151200,0.53200000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,531.00000000,0.00100000,0.53100000
0.14204450,0.53300000,1.00000000,1.00000000,0.14204450,0.53300000,1.00000000,1.00000000,1.00000000,0.14204450,0.53300000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.14204450,0.53300000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,532.00000000,0.00100000,0.53200000
0.14257800,0.53400000,1.00000000,1.00000000,0.14257800,0.53400000,1.00000000,1.00000000,1.00000000,0.14257800,0.53400000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.14257800,0.53400000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,533.00000000,0.00100000,0.53300000
0.14311250,0.53500000,1.00000000,1.00000000,0.14311250,0.53500000,1.00000000,1.00000000,1.00000000,0.14311250,0.53500000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.14311250,0.53500000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,534.00000000,0.00100000,0.53400000
0.14364800,0.53600000,1.00000000,1.00000000,0.14364800,0.53600000,1.00000000,1.00000000,1.00000000,0.14364800,0.53600000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.14364800,0.53600000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,535.00000000,0.00100000,0.53500000
0.14418450,0.53700000,1.00000000,1.00000000,0.14418450,0.53700000,1.00000000,1.00000000,1.00000000,0.14418450,0.53700000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.14418450,0.53700000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,536.00000000,0.00100000,0.53600000
0.14472200,0.53800000,1.00000000,1.00000000,0.14472200,0.53800000,1.00000000,1.00000000,1.00000000,0.14472200,0.53800000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.14472200,0.53800000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,537.00000000,0.00100000,0.53700000
0.14526050,0.53900000,1.00000000,1.00000000,0.14526050,0.53900000,1.00000000,1.00000000,1.00000000,0.14526050,0.53900000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.14526050,0.53900000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,538.00000000,0.00100000,0.53800000
0.14580000,0.54000000,1.00000000,1.00000000,0.14580000,0.54000000,1.00000000,1.00000000,1.00000000,0.14580000,0.54000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.14580000,0.54000000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,539.00000000,0.00100000,0.53900000
0.14634050,0.54100000,1.00000000,1.00000000,0.14634050,0.54100000,1.00000000,1.00000000,1.00000000,0.14634050,0.54100000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.14634050,0.54100000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,540.00000000,0.00100000,0.54000000
0.14688200,0.54200000,1.00000000,1.00000000,0.14688200,0.54200000,1.00000000,1.00000000,1.00000000,0.14688200,0.54200000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.14688200,0.54200000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,541.00000000,0.00100000,0.54100000
0.14742450,0.54300000,1.00000000,1.00000000,0.14742450,0.54300000,1.00000000,1.00000000,1.00000000,0.14742450,0.54300000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.14742450,0.54300000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,542.00000000,0.00100000,0.54200000
0.14796800,0.54400000,1.00000000,1.00000000,0.14796800,0.54400000,1.00000000,1.00000000,1.00000000,0.14796800,0.54400000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.14796800,0.54400000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,543.00000000,0.00100000,0.54300000
0.14851250,0.54500000,1.00000000,1.00000000,0.14851250,0.54500000,1.00000000,1.00000000,1.00000000,0.14851250,0.54500000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.14851250,0.54500000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,544.00000000,0.00100000,0.54400000
0.14905800,0.54600000,1.00000000,1.00000000,0.14905800,0.54600000,1.00000000,1.00000000,1.00000000,0.14905800,0.54600000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.14905800,0.54600000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,545.00000000,0.00100000,0.54500000
0.14960450,0.54700000,1.00000000,1.00000000,0.14960450,0.54700000,1.00000000,1.00000000,1.00000000,0.14960450,0.54700000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.14960450,0.54700000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,546.00000000,0.00100000,0.54600000
0.15015200,0.54800000,1.00000000,1.00000000,0.15015200,0.54800000,1.00000000,1.00000000,1.00000000,0.15015200,0.54800000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.15015200,0.54800000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,547.00000000,0.00100000,0.54700000
0.15070050,0.54900000,1.00000000,1.00000000,0.15070050,0.54900000,1.00000000,1.00000000,1.00000000,0.15070050,0.54900000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.15070050,0.54900000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,548.00000000,0.00100000,0.54800000
0.15125000,0.55000000,1.00000000,1.00000000,0.15125000,0.55000000,1.00000000,1.00000000,1.00000000,0.15125000,0.55000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.15125000,0.55000000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,549.00000000,0.00100000,0.54900000
0.15180050,0.55100000,1.00000000,1.00000000,0.15180050,0.55100000,1.00000000,1.00000000,1.00000000,0.15180050,0.55100000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.15180050,0.55100000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,550.00000000,0.00100000,0.55000000
0.15235200,0.55200000,1.00000000,1.00000000,0.15235200,0.55200000,1.00000000,1.00000000,1.00000000,0.15235200,0.55200000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.15235200,0.55200000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,551.00000000,0.00100000,0.55100000
0.15290450,0.55300000,1.00000000,1.00000000,0.15290450,0.55300000,1.00000000,1.00000000,1.00000000,0.15290450,0.55300000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.15290450,0.55300000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,552.00000000,0.00100000,0.55200000
0.15345800,0.55400000,1.00000000,1.00000000,0.15345800,0.55400000,1.00000000,1.00000000,1.00000000,0.15345800,0.55400000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.15345800,0.55400000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,553.00000000,0.00100000,0.55300000
0.15401250,0.55500000,1.00000000,1.00000000,0.15401250,0.55500000,1.00000000,1.00000000,1.00000000,0.15401250,0.55500000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.15401250,0.55500000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,554.00000000,0.00100000,0.55400000
0.15456800,0.55600000,1.00000000,1.00000000,0.15456800,0.55600000,1.00000000,1.00000000,1.00000000,0.15456800,0.55600000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.15456800,0.55600000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,555.00000000,0.00100000,0.55500000
0.15512450,0.55700000,1.00000000,1.00000000,0.15512450,0.55700000,1.00000000,1.00000000,1.00000000,0.15512450,0.55700000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.15512450,0.55700000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,556.00000000,0.00100000,0.55600000
0.15568200,0.55800000,1.00000000,1.00000000,0.15568200,0.55800000,1.00000000,1.00000000,1.00000000,0.15568200,0.55800000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.15568200,0.55800000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,557.00000000,0.00100000,0.55700000
0.15624050,0.55900000,1.00000000,1.00000000,0.15624050,0.55900000,1.00000000,1.00000000,1.00000000,0.15624050,0.55900000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.15624050,0.55900000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,558.00000000,0.00100000,0.55800000
0.15680000,0.56000000,1.00000000,1.00000000,0.15680000,0.56000000,1.00000000,1.00000000,1.00000000,0.15680000,0.56000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.15680000,0.56000000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,559.00000000,0.00100000,0.55900000
0.15736050,0.56100000,1.00000000,1.00000000,0.15736050,0.56100000,1.00000000,1.00000000,1.00000000,0.15736050,0.56100000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.15736050,0.56100000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,560.00000000,0.00100000,0.56000000
0.15792200,0.56200000,1.00000000,1.00000000,0.15792200,0.56200000,1.00000000,1.00000000,1.00000000,0.15792200,0.56200000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.15792200,0.56200000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,561.00000000,0.00100000,0.56100000
0.15848450,0.56300000,1.00000000,1.00000000,0.15848450,0.56300000,1.00000000,1.00000000,1.00000000,0.15848450,0.56300000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.15848450,0.56300000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,562.00000000,0.00100000,0.56200000
0.15904800,0.56400000,1.00000000,1.00000000,0.15904800,0.56400000,1.00000000,1.00000000,1.00000000,0.15904800,0.56400000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.15904800,0.56400000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,563.00000000,0.00100000,0.56300000
0.15961250,0.56500000,1.00000000,1.00000000,0.15961250,0.56500000,1.00000000,1.00000000,1.00000000,0.15961250,0.56500000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.15961250,0.56500000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,564.00000000,0.00100000,0.56400000
0.16017800,0.56600000,1.00000000,1.00000000,0.16017800,0.56600000,1.00000000,1.00000000,1.00000000,0.16017800,0.56600000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.16017800,0.56600000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,565.00000000,0.00100000,0.56500000
