TestSimpleOnly.pos.x [m],TestSimpleOnly.vel.x [m/s],TestSimpleOnly.accel.x [m/s^2],TestSimpleOnly.net_force.x [N],TestSimpleOnly.pos.y [m],TestSimpleOnly.vel.y [m/s],TestSimpleOnly.accel.y [m/s^2],TestSimpleOnly.net_force.y [N],TestSimpleOnly.mass [kg],TestSimpleOnly.theta [rad],TestSimpleOnly.theta_dot [rad/s],TestSimpleOnly.theta_ddot [rad/s^2],TestSimpleOnly.net_moment [N*m],TestSimpleOnly.inertia [kg*m^2],TestSimple.force.x [N],TestSimple.force.y [N],TestSimple.moment [N*m],TestBodySimpleOnly.pos.x [m],TestBodySimpleOnly.vel.x [m/s],TestBodySimpleOnly.accel.x [m/s^2],TestBodySimpleOnly.net_force.x [N],TestBodySimpleOnly.pos.y [m],TestBodySimpleOnly.vel.y [m/s],TestBodySimpleOnly.accel.y [m/s^2],TestBodySimpleOnly.net_force.y [N],TestBodySimpleOnly.mass [kg],TestBodySimpleOnly.theta [rad],TestBodySimpleOnly.theta_dot [rad/s],TestBodySimpleOnly.theta_ddot [rad/s^2],TestBodySimpleOnly.net_moment [N*m],TestBodySimpleOnly.inertia [kg*m^2],TestSimple2.force.x [N],TestSimple2.force.y [N],TestSimple2.moment [N*m],TestBodySimple.loc_cg.i [m],TestBodySimple.loc_cg.j [m],TestBodySimple.body_force.i [N],TestBodySimple.body_force.j [N],TestBodySimple.global_force.x [N],TestBodySimple.global_force.y [N],TestBodySimple.moment [N*m],sim.steps [-],sim.dt [s],sim.time [s]
0.02163200,0.20800000,1.00000000,1.00000000,0.02163200,0.20800000,1.00000000,1.00000000,1.00000000,0.02163200,0.20800000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02163200,0.20800000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,207.00000000,0.00100000,0.20700000
0.02184050,0.20900000,1.00000000,1.00000000,0.02184050,0.20900000,1.00000000,1.00000000,1.00000000,0.02184050,0.20900000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02184050,0.20900000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,208.00000000,0.00100000,0.20800000
0.02205000,0.21000000,1.00000000,1.00000000,0.02205000,0.21000000,1.00000000,1.00000000,1.00000000,0.02205000,0.21000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02205000,0.21000000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,209.00000000,0.00100000,0.20900000
0.02226050,0.21100000,1.00000000,1.00000000,0.02226050,0.21100000,1.00000000,1.00000000,1.00000000,0.02226050,0.21100000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02226050,0.21100000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,210.00000000,0.00100000,0.21000000
0.02247200,0.21200000,1.00000000,1.00000000,0.02247200,0.21200000,1.00000000,1.00000000,1.00000000,0.02247200,0.21200000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02247200,0.21200000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,211.00000000,0.00100000,0.21100000
0.02268450,0.21300000,1.00000000,1.00000000,0.02268450,0.21300000,1.00000000,1.00000000,1.00000000,0.02268450,0.21300000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02268450,0.21300000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,212.00000000,0.00100000,0.21200000
0.02289800,0.21400000,1.00000000,1.00000000,0.02289800,0.21400000,1.00000000,1.00000000,1.00000000,0.02289800,0.21400000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02289800,0.21400000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,213.00000000,0.00100000,0.21300000
0.02311250,0.21500000,1.00000000,1.00000000,0.02311250,0.21500000,1.00000000,1.00000000,1.00000000,0.02311250,0.21500000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02311250,0.21500000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,214.00000000,0.00100000,0.21400000
0.02332800,0.21600000,1.00000000,1.00000000,0.02332800,0.21600000,1.00000000,1.00000000,1.00000000,0.02332800,0.21600000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02332800,0.21600000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,215.00000000,0.00100000,0.21500000
0.02354450,0.21700000,1.00000000,1.00000000,0.02354450,0.21700000,1.00000000,1.00000000,1.00000000,0.02354450,0.21700000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02354450,0.21700000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,216.00000000,0.00100000,0.21600000
0.02376200,0.21800000,1.00000000,1.00000000,0.02376200,0.21800000,1.00000000,1.00000000,1.00000000,0.02376200,0.21800000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02376200,0.21800000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,217.00000000,0.00100000,0.21700000
0.02398050,0.21900000,1.00000000,1.00000000,0.02398050,0.21900000,1.00000000,1.00000000,1.00000000,0.02398050,0.21900000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02398050,0.21900000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,218.00000000,0.00100000,0.21800000
0.02420000,0.22000000,1.00000000,1.00000000,0.02420000,0.22000000,1.00000000,1.00000000,1.00000000,0.02420000,0.22000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02420000,0.22000000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,219.00000000,0.00100000,0.21900000
0.02442050,0.22100000,1.00000000,1.00000000,0.02442050,0.22100000,1.00000000,1.00000000,1.00000000,0.02442050,0.22100000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02442050,0.22100000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,220.00000000,0.00100000,0.22000000
0.02464200,0.22200000,1.00000000,1.00000000,0.02464200,0.22200000,1.00000000,1.00000000,1.00000000,0.02464200,0.22200000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02464200,0.22200000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,221.00000000,0.00100000,0.22100000
0.02486450,0.22300000,1.00000000,1.00000000,0.02486450,0.22300000,1.00000000,1.00000000,1.00000000,0.02486450,0.22300000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02486450,0.22300000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,222.00000000,0.00100000,0.22200000
0.02508800,0.22400000,1.00000000,1.00000000,0.02508800,0.22400000,1.00000000,1.00000000,1.00000000,0.02508800,0.22400000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02508800,0.22400000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,223.00000000,0.00100000,0.22300000
0.02531250,0.22500000,1.00000000,1.00000000,0.02531250,0.22500000,1.00000000,1.00000000,1.00000000,0.02531250,0.22500000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02531250,0.22500000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,224.00000000,0.00100000,0.22400000
0.02553800,0.22600000,1.00000000,1.00000000,0.02553800,0.22600000,1.00000000,1.00000000,1.00000000,0.02553800,0.22600000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02553800,0.22600000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,225.00000000,0.00100000,0.22500000
0.02576450,0.22700000,1.00000000,1.00000000,0.02576450,0.22700000,1.00000000,1.00000000,1.00000000,0.02576450,0.22700000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02576450,0.22700000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,226.00000000,0.00100000,0.22600000
0.02599200,0.22800000,1.00000000,1.00000000,0.02599200,0.22800000,1.00000000,1.00000000,1.00000000,0.02599200,0.22800000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02599200,0.22800000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,227.00000000,0.00100000,0.22700000
0.02622050,0.22900000,1.00000000,1.00000000,0.02622050,0.22900000,1.00000000,1.00000000,1.00000000,0.02622050,0.22900000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02622050,0.22900000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,228.00000000,0.00100000,0.22800000
0.02645000,0.23000000,1.00000000,1.00000000,0.02645000,0.23000000,1.00000000,1.00000000,1.00000000,0.02645000,0.23000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02645000,0.23000000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,229.00000000,0.00100000,0.22900000
0.02668050,0.23100000,1.00000000,1.00000000,0.02668050,0.23100000,1.00000000,1.00000000,1.00000000,0.02668050,0.23100000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02668050,0.23100000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,230.00000000,0.00100000,0.23000000
0.02691200,0.23200000,1.00000000,1.00000000,0.02691200,0.23200000,1.00000000,1.00000000,1.00000000,0.02691200,0.23200000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02691200,0.23200000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,231.00000000,0.00100000,0.23100000
0.02714450,0.23300000,1.00000000,1.00000000,0.02714450,0.23300000,1.00000000,1.00000000,1.00000000,0.02714450,0.23300000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02714450,0.23300000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,232.00000000,0.00100000,0.23200000
0.02737800,0.23400000,1.00000000,1.00000000,0.02737800,0.23400000,1.00000000,1.00000000,1.00000000,0.02737800,0.23400000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02737800,0.23400000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,233.00000000,0.00100000,0.23300000
0.02761250,0.23500000,1.00000000,1.00000000,0.02761250,0.23500000,1.00000000,1.00000000,1.00000000,0.02761250,0.23500000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02761250,0.23500000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,234.00000000,0.00100000,0.23400000
0.02784800,0.23600000,1.00000000,1.00000000,0.02784800,0.23600000,1.00000000,1.00000000,1.00000000,0.02784800,0.23600000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02784800,0.23600000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,235.00000000,0.00100000,0.23500000
0.02808450,0.23700000,1.00000000,1.00000000,0.02808450,0.23700000,1.00000000,1.00000000,1.00000000,0.02808450,0.23700000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02808450,0.23700000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,236.00000000,0.00100000,0.23600000
0.02832200,0.23800000,1.00000000,1.00000000,0.02832200,0.23800000,1.00000000,1.00000000,1.00000000,0.02832200,0.23800000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02832200,0.23800000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,237.00000000,0.00100000,0.23700000
0.02856050,0.23900000,1.00000000,1.00000000,0.02856050,0.23900000,1.00000000,1.00000000,1.00000000,0.02856050,0.23900000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02856050,0.23900000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,238.00000000,0.00100000,0.23800000
0.02880000,0.24000000,1.00000000,1.00000000,0.02880000,0.24000000,1.00000000,1.00000000,1.00000000,0.02880000,0.24000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02880000,0.24000000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,239.00000000,0.00100000,0.23900000
0.02904050,0.24100000,1.00000000,1.00000000,0.02904050,0.24100000,1.00000000,1.00000000,1.00000000,0.02904050,0.24100000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02904050,0.24100000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,240.00000000,0.00100000,0.24000000
0.02928200,0.24200000,1.00000000,1.00000000,0.02928200,0.24200000,1.00000000,1.00000000,1.00000000,0.02928200,0.24200000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02928200,0.24200000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,241.00000000,0.00100000,0.24100000
0.02952450,0.24300000,1.00000000,1.00000000,0.02952450,0.24300000,1.00000000,1.00000000,1.00000000,0.02952450,0.24300000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02952450,0.24300000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,242.00000000,0.00100000,0.24200000
0.02976800,0.24400000,1.00000000,1.00000000,0.02976800,0.24400000,1.00000000,1.00000000,1.00000000,0.02976800,0.24400000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02976800,0.24400000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,243.00000000,0.00100000,0.24300000
0.03001250,0.24500000,1.00000000,1.00000000,0.03001250,0.24500000,1.00000000,1.00000000,1.00000000,0.03001250,0.24500000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03001250,0.24500000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,244.00000000,0.00100000,0.24400000
0.03025800,0.24600000,1.00000000,1.00000000,0.03025800,0.24600000,1.00000000,1.00000000,1.00000000,0.03025800,0.24600000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03025800,0.24600000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,245.00000000,0.00100000,0.24500000
0.03050450,0.24700000,1.00000000,1.00000000,0.03050450,0.24700000,1.00000000,1.00000000,1.00000000,0.03050450,0.24700000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03050450,0.24700000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,246.00000000,0.00100000,0.24600000
0.03075200,0.24800000,1.00000000,1.00000000,0.03075200,0.24800000,1.00000000,1.00000000,1.00000000,0.03075200,0.24800000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03075200,0.24800000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,247.00000000,0.00100000,0.24700000
0.03100050,0.24900000,1.00000000,1.00000000,0.03100050,0.24900000,1.00000000,1.00000000,1.00000000,0.03100050,0.24900000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03100050,0.24900000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,248.00000000,0.00100000,0.24800000
0.03125000,0.25000000,1.00000000,1.00000000,0.03125000,0.25000000,1.00000000,1.00000000,1.00000000,0.03125000,0.25000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03125000,0.25000000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,249.00000000,0.00100000,0.24900000
0.03150050,0.25100000,1.00000000,1.00000000,0.03150050,0.25100000,1.00000000,1.00000000,1.00000000,0.03150050,0.25100000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03150050,0.25100000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,250.00000000,0.00100000,0.25000000
0.03175200,0.25200000,1.00000000,1.00000000,0.03175200,0.25200000,1.00000000,1.00000000,1.00000000,0.03175200,0.25200000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03175200,0.25200000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,251.00000000,0.00100000,0.25100000
0.03200450,0.25300000,1.00000000,1.00000000,0.03200450,0.25300000,1.00000000,1.00000000,1.00000000,0.03200450,0.25300000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03200450,0.25300000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,252.00000000,0.00100000,0.25200000
0.03225800,0.25400000,1.00000000,1.00000000,0.03225800,0.25400000,1.00000000,1.00000000,1.00000000,0.03225800,0.25400000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03225800,0.25400000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,253.00000000,0.00100000,0.25300000
0.03251250,0.25500000,1.00000000,1.00000000,0.03251250,0.25500000,1.00000000,1.00000000,1.00000000,0.03251250,0.25500000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03251250,0.25500000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,254.00000000,0.00100000,0.25400000
0.03276800,0.25600000,1.00000000,1.00000000,0.03276800,0.25600000,1.00000000,1.00000000,1.00000000,0.03276800,0.25600000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03276800,0.25600000,1.00000000,1.00000000,1.00000000,1.57079633,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-1.00000000,0.00000000,0.50000000,2.00000000,0.00000000,0.00000000,2.00000000,1.00000000,255.00000000,0.00100000,0.25500000
